alpha,gamma_exp,M_0,rho_max,n_mob,ic_mode,rho_mean_ic,noise_amplitude,eta,n_steps,lambda_1,lambda_1_r2,G0_fit,lambda_2,total_rho_change_pct,scale_factor_ratio,basins_initial,basins_final,basins_max,basins_grew,horizon_frac,rho_final_max,rho_final_min,rho_final_std,lap_pos_frac,lap_mean,lap_std,w_eff,has_inflation,has_structure_formation,has_residual_gradient,has_thinning,has_heat_death,phase_sequence,error,rho_mean,N,cfl_safety,seed
1.2,0.6,1.0,100.0,2,uniform_noise,50.0,0.5,5.555555555555554e-05,20000,0.39100093359814275,0.9990806361639795,0.268644603308173,3.2606994533431792,-0.3237646873968358,1.5262611175236225,82,66,82,False,0.0,50.94273146513997,49.088625103412795,0.32456887949481916,0.546875,0.0,0.4562957343408787,-0.9959238711520615,True,False,False,False,False,transition -> inflation,,50.0,256,0.4,42
1.4,0.6,1.0,100.0,2,uniform_noise,50.0,0.5,4.76190476190476e-05,20000,0.3974933379277376,0.9993866778257817,0.26922548853964307,3.5623278564497944,-0.32395168002115,1.4462290348399147,82,69,82,False,0.0,50.98232484578877,49.05710878263402,0.3377730495802039,0.5390625,0.0,0.5094233440475195,-0.9956195476506209,True,False,False,False,False,transition -> inflation,,50.0,256,0.4,42
1.7,0.6,1.0,100.0,2,uniform_noise,50.0,0.5,3.921568627450979e-05,20000,0.404146453066174,0.9996328228627152,0.2697316246139777,4.03298581888389,-0.32419977491200247,1.3617694121327473,82,72,82,False,0.0,51.02736341746637,49.01937289967609,0.3537560831158449,0.54296875,0.0,0.5744861489144538,-0.9951224374092532,True,False,False,True,False,transition -> thinning -> inflation,,50.0,256,0.4,42
2.0,0.6,1.0,100.0,2,uniform_noise,50.0,0.5,3.3333333333333315e-05,20000,0.4086352053730468,0.9997776866921823,0.27002243664498315,4.516605134793746,-0.3244120857597683,1.3041918408350932,82,75,82,False,0.0,51.060979515900534,48.98989079289179,0.3663799368697319,0.55078125,0.0,0.6262277417393468,-0.994597543582991,True,False,False,True,False,transition -> thinning -> inflation,,50.0,256,0.4,42
0.1,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.005714285714285709,20000,0.023832800093341773,0.812263187847167,0.05169460284063527,254.30291247144393,-4.85890220503874,48.72216522970474,82,6,82,False,0.0,47.62395059020397,47.34152665341234,0.06758412738972013,0.46875,0.0,0.0011777726665607685,4.215453269774793,False,False,True,False,False,transition -> residual_gradient,,50.0,256,0.4,42
0.2,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.0028571428571428545,20000,0.04337222876566764,0.8535105939465855,0.08252782569628836,142.80233569020862,-4.8588965975375515,26.24307863257805,82,11,82,False,0.0,47.663498259866984,47.26925790029107,0.08468518337130918,0.453125,0.0,0.00320020023584491,0.6093089773893099,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
0.4,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.0014285714285714273,20000,0.07600180430832303,0.8842818235376779,0.12235939648472219,85.13028835052121,-4.858902107107937,13.898171380949115,82,14,82,False,0.0,47.70187519812528,47.184478646311284,0.1088381745868747,0.51171875,0.0,0.008261763557399368,-0.45251011646288086,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
0.6,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.0009523809523809515,20000,0.10403182147698112,0.9027756753240649,0.14926215596795103,66.18060905855702,-4.858911919646878,9.804043149845095,82,18,82,False,0.0,47.72313857158148,47.145732650376665,0.12645851157327512,0.52734375,0.0,0.014096614238289219,-0.6890572282983303,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
0.8,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.0007142857142857136,20000,0.12921474084884738,0.9176810429313578,0.16951178767327113,56.937627620843486,-4.858923426172648,7.734213695943368,82,18,82,False,0.0,47.78972676090502,47.11959411385335,0.14047826360628282,0.515625,0.0,0.020618832441154342,-0.784621067090624,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
1.0,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.0005714285714285708,20000,0.15232536854738798,0.9313344251231106,0.18563780462142213,51.54533373400043,-4.858936118335774,6.4946492953860515,82,20,82,False,0.0,47.85840749162334,47.08083712385426,0.1522483358707235,0.5234375,0.0,0.027654210725279016,-0.8346009404795298,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
1.2,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.00047619047619047576,20000,0.17350433321312045,0.94348563537938,0.19874817848977078,47.953663429991344,-4.858949769791325,5.6845870000021215,82,23,82,False,0.0,47.91906055501493,47.049265106844764,0.16246591114099987,0.515625,0.0,0.03506002034098328,-0.8649086987667117,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
1.4,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.0004081632653061221,20000,0.19242264291358754,0.9528038239486396,0.20926876565549893,45.25898538414104,-4.858964239564365,5.082088301459037,82,25,82,False,0.0,47.972602933803934,47.02281749838291,0.17153245055290514,0.49609375,0.0,0.0427608012332029,-0.8850352869280618,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
1.7,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.0003361344537815123,20000,0.2175455463287867,0.9639898693229907,0.22169068012113524,42.42373865777421,-4.858987289305392,4.418561328728616,82,28,82,False,0.0,48.041351153523465,46.98998543840983,0.1835104743507694,0.515625,0.0,0.05480580122442104,-0.9046820561995557,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
2.0,0.7,1.0,100.0,2,uniform_noise,50.0,0.5,0.0002857142857142854,20000,0.23904582206242136,0.9722494890857737,0.23104446289204988,40.45971097175879,-4.859011811366351,3.9451295263618755,82,31,82,False,0.0,48.098428105514664,46.96309849305173,0.19401511086830772,0.5078125,0.0,0.06743114328616322,-0.9172710442145756,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
0.1,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.050000000000000044,20000,0.002688181650887571,0.5982751055222146,0.009134474749530023,15013.501778804626,-80.16714897411087,259.8542925946179,82,2,82,False,0.0,8.676093840863611,8.574031439260043,0.030851530512614946,0.49609375,0.0,5.402955570136828e-05,2728.939018327147,False,False,True,False,False,transition -> residual_gradient,,50.0,256,0.4,42
0.2,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.025000000000000022,20000,0.005339918769785271,0.626250117328699,0.014583720049977171,11436.625456061249,-80.16720381290925,142.1523756870404,82,2,82,False,0.0,8.708176717953643,8.544092047720595,0.047364980699975245,0.5,0.0,0.0001109086186154464,1045.8715645239831,False,False,True,False,False,transition -> residual_gradient,,50.0,256,0.4,42
0.4,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.012500000000000011,20000,0.011394616749366898,0.7167649528664739,0.025682306881415515,9609.943945420207,-80.16725968971384,94.82388320363233,82,3,82,False,0.0,8.7366273941758,8.510013583709465,0.06276023253287806,0.546875,0.0,0.00021935396093535024,411.24138288304835,False,False,True,False,False,transition -> residual_gradient,,50.0,256,0.4,42
0.6,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.008333333333333344,20000,0.017489966287954184,0.7679153960944233,0.03595269337493255,8186.891880856534,-80.1672981681742,74.17536165586267,82,3,82,False,0.0,8.750837583997443,8.487748418267827,0.07094506627200414,0.44921875,0.0,0.00037002592712827206,227.80243210416444,False,False,True,False,False,transition -> residual_gradient,,50.0,256,0.4,42
0.8,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.0062500000000000056,20000,0.023419609740942093,0.799482500798421,0.04534401008505911,7064.088551355793,-80.16733097949117,60.71528131115929,82,4,82,False,0.0,8.76581732984665,8.471054249691086,0.0768103243810957,0.484375,0.0,0.0005659377277035982,146.43720341667245,False,False,True,False,False,transition -> residual_gradient,,50.0,256,0.4,42
1.0,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.005000000000000005,20000,0.029227271623343556,0.8236282482068711,0.05407310849414244,6237.195308246785,-80.16736103813129,51.577714673632755,82,4,82,False,0.0,8.783009667987573,8.457746009979381,0.08166503560360984,0.484375,0.0,0.0007910831757992588,103.3113825120404,False,False,True,False,False,transition -> residual_gradient,,50.0,256,0.4,42
1.2,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.004166666666666672,20000,0.03485946757226128,0.842155951623416,0.0621392848174316,5577.45708322006,-80.16738938647339,45.31425804310261,82,4,82,False,0.0,8.797428589249208,8.447013443284126,0.08596353665558978,0.49609375,0.0,0.0010345251876117153,77.20709262240366,False,False,True,False,False,transition -> residual_gradient,,50.0,256,0.4,42
1.4,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.0035714285714285757,20000,0.040263328391025276,0.8556709811186284,0.06953640332209916,5020.86803369862,-80.16741650082254,40.37225419119601,82,5,82,False,0.0,8.809792592268481,8.438126955754456,0.08989272742450938,0.48046875,0.0,0.001292579188077315,59.95366182651643,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
1.7,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.0029411764705882387,20000,0.047957941360285854,0.8701829210805643,0.07947692945384015,4347.3704500561025,-80.16745541280318,34.63480777524445,82,6,82,False,0.0,8.82553385857363,8.426939627447288,0.09528570051639827,0.46875,0.0,0.0017071316077550123,43.30949491664528,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
2.0,0.8,1.0,100.0,2,uniform_noise,50.0,0.5,0.0025000000000000027,20000,0.05522548130591807,0.8801396756556042,0.08830178064972341,3821.1454085109394,-80.16749266728685,30.25277450086281,82,6,82,False,0.0,8.838798373730969,8.416723139386928,0.1002237406535445,0.4921875,0.0,0.0021563616930408915,32.820867911950806,True,False,True,False,False,transition -> inflation -> residual_gradient,,50.0,256,0.4,42
0.1,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.2,20000,0.005604800415847911,0.5960336116831093,0.02809996692411559,28323.893588758252,-100.0,inf,80,0,80,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2469.6354537937227,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
0.2,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.2,20000,0.015135148409474239,0.7518000687280376,0.0935635058791015,32063.52674787171,-99.99999999999999,inf,80,0,80,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.9678764300575,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
0.4,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.11111111111111116,20000,0.025453688612467062,0.7856007481138202,0.10999185121036438,19189.361795336,-100.0,inf,81,0,81,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.6864105312733,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
0.6,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.07407407407407411,20000,0.036187603262467345,0.8168526662559845,0.12523613774038186,16273.380559550209,-100.0,inf,82,0,82,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.92073165412918,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
0.8,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.05555555555555558,20000,0.04610108834006697,0.8380186031769844,0.13683636303630067,14073.548502124082,-100.0,inf,82,0,82,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.29356543587227,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
1.0,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.04444444444444447,20000,0.055404544291199787,0.8539647372283754,0.14606597716841674,12507.071552911026,-100.0,inf,82,0,82,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.3974817662859,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
1.2,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.037037037037037056,20000,0.06408917470002717,0.8666702632717727,0.15393916380414377,11144.059301879055,-99.99999999999999,inf,82,0,82,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.03698075736854,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
1.4,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.031746031746031765,20000,0.07226121283016529,0.8763087075878668,0.160494125575869,10005.01354821148,-100.0,inf,82,0,82,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.71137886371824,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
1.7,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.026143790849673217,20000,0.08380834064862237,0.887893233849428,0.16877171004079297,8690.932601268058,-100.0,inf,82,0,82,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.714073659278846,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
2.0,0.9,1.0,100.0,2,uniform_noise,50.0,0.5,0.022222222222222233,20000,0.09427362570092761,0.8949125938174766,0.17514318114508284,7538.786703395184,-100.0,inf,82,0,82,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.107557875173654,False,False,True,True,False,transition -> residual_gradient -> thinning,,50.0,256,0.4,42
